"Progress","cons","ID","atten","perspective","cost.benefit","study","gratitude","vignette","indebtedness","guilt","anger","shame","repayment"
"100","1","5d58d7d6280de7001aa7952a","I am paying attention.","borrower","cost","1b","low",1,"high","high","high","high","high"
"100","1","60fc2ec58ad0da367daee3c1","""I am paying attention""","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5ad06e7bd9f7470001db09af","I am paying attention","borrower","cost","1b","high",1,"high","low","low","high","high"
"100","1","62877d5f6a054e53313ac916","I am paying attention","borrower","cost","1b","low",1,"high","high","low","high","high"
"100","1","6272923eedb5716b8b254954","I am paying attention","borrower","cost","1b","low",1,"high","high","high","high","high"
"100","1","6276d97e209059496d37bf74","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","605220735560745cf0a16a80","I am paying attention","borrower","cost","1b","high",1,"low","high","low","high","high"
"100","1","6419cedec2078147e5682474","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5eeaa8ee94a7f8046a02a20d","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5ffb8c5b60571908f3ac19fa","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5a8d8079190420000156435d","I am paying attention","borrower","cost","1b","high",1,"low","high","high","high","high"
"100","1","5f084a7987a3fe028ff65b8a","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5dcea7314d51e4107516c80d","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","63d3fa0d6c990bc96e11becf","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5d76d2f7daf4bf00164d585b","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5deebb555c4435044e648c7f","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5af28311c36b060001f7f98d","I am paying attention","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","6463e139c1cfbd6321e08714","I am paying attention","borrower","cost","1b","high",1,"high","high","low","high","high"
"100","1","5f2a12f5837dd81e5881b7cc","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","64d5323f567c88a7df95b47a","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5c830a66d6a4d0000164097d","I am paying attention","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","5ce9c6df6b2b3d001a94b24f","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6303890203f45abc8089f6d3","I am paying attention","borrower","cost","1b","high",2,"low","low","low","low","high"
"100","1","6414da4319877aa1e31c301b","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5f63d462fb4c4713b69d4bb7","I am paying attention","borrower","cost","1b","high",2,"high","low","low","low","high"
"100","1","62fe6312269d0e4ae894297b","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","58ed2be2a083320001a13783","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","606e4eb2a56685e5593304cd","I am paying attention","borrower","cost","1b","high",2,"high","low","low","high","low"
"100","1","62865960812a0a8c397f9b28","I am paying attention","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","63c0e1b1ee5ca75f61e3b2e1","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","615dbec57d764bf5ab0a56e5","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5ca8ffbec942ab0016cfe9d2","I am paying attention","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","62f13dc95cf68f5d1182f495","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","592621a771d4fe00012ce948","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5dfd077e3690bd03bfa91d48","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","56e32190e414dc000c8b40ae","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5fba9d0b11db76aa38bdc72c","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","62d43bf9cb693bf6980c5ea9","I am paying attention","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","5ed586e76d5ca91174686894","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","614dd304ed948bbfe8c22215","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","60b788ecd24b27bb39298936","I am paying attention ","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5c28d3540091e40001ca581e","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63d1e114550c261e5d78a941","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5e872f5b3a32c337ba65aa68","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5d74001d391b6600175f433b","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","609a5974625e18ab158c9a3e","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63fa2f029381a13d9f2a36a8","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5d083644613fce001b2a1001","I am paying attention","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","6369700320bc7dd22e733009","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5cd6c1197b871a0001b13589","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5ed2bb7a67d51b24b2ac4037","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5f095db6fc8e5a1e2271dc47","I am paying attention","borrower","cost","1b","high",2,"low","high","high","low","low"
"100","1","61202a222a23700ed108b394","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6234a7fc493d026318784c23","I am paying attention","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","610c56ddc029efbacb229c71","I am paying attention ","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5dcf4136cf8e7e086ea019e4","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5ba259603bf2350001a54284","I am paying attention","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","56f2a5e0ed0cf6000691320b","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6114b416d9c506518392523e","I am paying attention ","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5d1e5ece2e9ac30016b522c5","I am paying attention","borrower","cost","1b","low",2,"low","low","high","low","low"
"100","1","56b2cb399b487500052098c1","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6400f8f41e203f131c68b79f","I am paying attention","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","54847f1cfdf99b07b28f22f9","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5b97f70161c19e00018db4a8","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63403b47287756c1978d2985","I am paying attention","borrower","cost","1b","low",2,"low","high","high","low","low"
"100","1","5bd4c1d09afb5b00015c5bdd","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5d83c1e911cb3a0001570ea4","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","626976d0dfd20d6832fc92aa","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5d58d7d6280de7001aa7952a","I am paying attention.","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","60fc2ec58ad0da367daee3c1","""I am paying attention""","borrower","cost","1b","low",2,"low","low","high","low","low"
"100","1","5ad06e7bd9f7470001db09af","I am paying attention","borrower","cost","1b","high",2,"low","low","high","high","low"
"100","1","62877d5f6a054e53313ac916","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6272923eedb5716b8b254954","I am paying attention","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","6276d97e209059496d37bf74","I am paying attention","borrower","cost","1b","low",2,"low","low","low","low","low"
"100","1","605220735560745cf0a16a80","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6419cedec2078147e5682474","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5eeaa8ee94a7f8046a02a20d","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5ffb8c5b60571908f3ac19fa","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5a8d8079190420000156435d","I am paying attention","borrower","cost","1b","high",2,"low","high","high","low","high"
"100","1","5f084a7987a3fe028ff65b8a","I am paying attention","borrower","cost","1b","low",2,"high","high","low","low","high"
"100","1","5dcea7314d51e4107516c80d","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63d3fa0d6c990bc96e11becf","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5d76d2f7daf4bf00164d585b","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5deebb555c4435044e648c7f","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5af28311c36b060001f7f98d","I am paying attention","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6463e139c1cfbd6321e08714","I am paying attention","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","5f2a12f5837dd81e5881b7cc","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","64d5323f567c88a7df95b47a","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5c830a66d6a4d0000164097d","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5ce9c6df6b2b3d001a94b24f","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6303890203f45abc8089f6d3","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6414da4319877aa1e31c301b","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5f63d462fb4c4713b69d4bb7","I am paying attention","borrower","cost","1b","high",3,"high","low","low","low","high"
"100","1","62fe6312269d0e4ae894297b","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","58ed2be2a083320001a13783","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","606e4eb2a56685e5593304cd","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","62865960812a0a8c397f9b28","I am paying attention","borrower","cost","1b","high",3,"low","low","high","high","high"
"100","1","63c0e1b1ee5ca75f61e3b2e1","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","615dbec57d764bf5ab0a56e5","I am paying attention","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","5ca8ffbec942ab0016cfe9d2","I am paying attention","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","62f13dc95cf68f5d1182f495","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","592621a771d4fe00012ce948","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5dfd077e3690bd03bfa91d48","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","56e32190e414dc000c8b40ae","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5fba9d0b11db76aa38bdc72c","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","62d43bf9cb693bf6980c5ea9","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5ed586e76d5ca91174686894","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","614dd304ed948bbfe8c22215","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","60b788ecd24b27bb39298936","I am paying attention ","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5c28d3540091e40001ca581e","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","63d1e114550c261e5d78a941","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5e872f5b3a32c337ba65aa68","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5d74001d391b6600175f433b","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","609a5974625e18ab158c9a3e","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63fa2f029381a13d9f2a36a8","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5d083644613fce001b2a1001","I am paying attention","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","6369700320bc7dd22e733009","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5cd6c1197b871a0001b13589","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5ed2bb7a67d51b24b2ac4037","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5f095db6fc8e5a1e2271dc47","I am paying attention","borrower","cost","1b","high",3,"low","low","high","high","high"
"100","1","61202a222a23700ed108b394","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6234a7fc493d026318784c23","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","610c56ddc029efbacb229c71","I am paying attention ","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5dcf4136cf8e7e086ea019e4","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5ba259603bf2350001a54284","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","56f2a5e0ed0cf6000691320b","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6114b416d9c506518392523e","I am paying attention ","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5d1e5ece2e9ac30016b522c5","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","56b2cb399b487500052098c1","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6400f8f41e203f131c68b79f","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","54847f1cfdf99b07b28f22f9","I am paying attention","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","5b97f70161c19e00018db4a8","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63403b47287756c1978d2985","I am paying attention","borrower","cost","1b","low",3,"high","low","high","low","low"
"100","1","5bd4c1d09afb5b00015c5bdd","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5d83c1e911cb3a0001570ea4","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","626976d0dfd20d6832fc92aa","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5d58d7d6280de7001aa7952a","I am paying attention.","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","60fc2ec58ad0da367daee3c1","""I am paying attention""","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5ad06e7bd9f7470001db09af","I am paying attention","borrower","cost","1b","low",3,"high","high","low","low","high"
"100","1","62877d5f6a054e53313ac916","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6272923eedb5716b8b254954","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","6276d97e209059496d37bf74","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","605220735560745cf0a16a80","I am paying attention","borrower","cost","1b","low",3,"low","high","high","high","low"
"100","1","6419cedec2078147e5682474","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5eeaa8ee94a7f8046a02a20d","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5ffb8c5b60571908f3ac19fa","I am paying attention","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5a8d8079190420000156435d","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5f084a7987a3fe028ff65b8a","I am paying attention","borrower","cost","1b","high",3,"low","high","high","high","high"
"100","1","5dcea7314d51e4107516c80d","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63d3fa0d6c990bc96e11becf","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5d76d2f7daf4bf00164d585b","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5deebb555c4435044e648c7f","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5af28311c36b060001f7f98d","I am paying attention","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6463e139c1cfbd6321e08714","I am paying attention","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","62dc177e02f82aabb20aebc2","I am paying attention","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","5e06ecd524f9390991997bb7","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","63639d3bbd810ed5c307efc3","I am paying attention","lender","benefit","1a","low",1,"low","high","low","low",NA
"100","1","63ebd1cd6715f8cbe3405c82","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","61004752a4786349035ba0cd","I am paying attention","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","647c65c5acb91c89819c7970","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","64d515d924bf21317905ee7c","I am paying attention","lender","benefit","1a","high",1,"low","low","high","high",NA
"100","1","63f7a3efa5b4d0027e3185f0","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","612962f44f151ddfd0298c52","I am paying attention","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","5df63faaa98a7a45159a9bba","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","62951d61147684f43f2c5d5f","I am paying attention","lender","benefit","1a","low",1,"high","high","high","high",NA
"100","1","60e7044ddc2523fab6cbc0cd","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","610058f21b82dddf45b44009","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","5658d6d67d69570012dfe258","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","62bd2a704c56e669cce7ce56","I am paying attention","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","61071ee0d98a6df6efb59716","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5ed3055d98e33f182062933b","I am paying attention ","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5658000ca9872d0011e1ba26","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5fd80a7f7100cd12eb473a9f","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5c8fa199208071000183d490","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","639618dc4a68e64c6956c39c","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5b2890f10ec82d0001d24b61","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","62ba2675348cc2f1e5dcdfdb","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","60d3740f31606cb50e49f00c","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6068bf5914131f3a1a80a413","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","60f998b6c4b98974b766eb98","I am paying attention ","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","62a889993e01c9e01ee7066e","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","5d23460ad4c57900192b129c","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6400d8ca785ee04d9b02ae9c","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","626af8ea8c93e250e03bfaa6","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5efec82cf597a73e75e3fbe0","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5dbbfa90c486791b1bd03292","I am paying attention","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","628f827eeb876ed2617881e7","I am paying attention","lender","benefit","1a","high",1,"high","high","low","low",NA
"100","1","620296d3ef1cb18a1337bfdd","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","63c3c2a5f0e42f44a0d68d27","I am paying attention","lender","benefit","1a","high",1,"low","low","high","high",NA
"100","1","56f29ff9ed0cf6000691157f","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","56b0ac5fe8b677000cdc0a34","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","628690801339eca9c44143cd","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","62dd9de432522cb0157febc9","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","63d1559f7f3507766170ec2e","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","63225b65b2d6e889f7289909","I am paying attention","lender","benefit","1a","low",1,"high","low","low","low",NA
"100","1","63f519601c333d44a17bb35a","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","64d50885740e0dfefd52c6f8","I am paying attention","lender","benefit","1a","high",1,"high","low","low","high",NA
"100","1","63e9b9aff82ab9e7e1a9f7dd","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","63bd81516745e78ee7f50f7f","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5db4ef4a2986a3000be1f886","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5d88db42c1d06e001a1fdcab","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5e2926d80beb030ede110e67","I am paying attention","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","5c1976c90d57c30001b4162c","I am paying attention","lender","benefit","1a","low",1,"high","low","low","low",NA
"100","1","612547f89bad5437aaecfa66","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5beb92fbe0a3940001543d8c","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","633f050f498936a87592181c","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6101930ddd5330f83b898c61","I am paying attention.","lender","benefit","1a","high",1,"high","low","low","high",NA
"100","1","632b9d9bc38454f47019295c","I am paying attention","lender","benefit","1a","high",1,"high","high","high","high",NA
"100","1","546e3778fdf99b2bc7ebcff6","I am paying attention.","lender","benefit","1a","low",1,"high","low","low","low",NA
"100","1","63b9d3abc3ddc61c8c08fd84","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5d54b73f1c1de70015d50959","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","5dd00a19b51b3e103a6f50c8","I am paying attention","lender","benefit","1a","high",1,"high","high","low","low",NA
"100","1","56d0901c197fb1000b2348ee","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","5c8afb535e65990001da9eeb","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5fd0ebb69497b30008547502","I am paying attention","lender","benefit","1a","high",1,"low","high","high","low",NA
"100","1","61549a2caa92d84f392000e9","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","640d43c9451ce148162a7643","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6475e3b08c14ba10d9e6f70f","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5e6fd3293c76d25a3ca8b384","I am paying attention","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","6444b1e677ebe8b4e2c23abd","I am paying attention","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","5b894987e79bf50001e1ff95","I am paying attention","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","62dc177e02f82aabb20aebc2","I am paying attention","lender","benefit","1a","high",2,"high","low","low","high",NA
"100","1","5e06ecd524f9390991997bb7","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","63639d3bbd810ed5c307efc3","I am paying attention","lender","benefit","1a","low",2,"low","low","high","low",NA
"100","1","63ebd1cd6715f8cbe3405c82","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","61004752a4786349035ba0cd","I am paying attention","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","647c65c5acb91c89819c7970","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","64d515d924bf21317905ee7c","I am paying attention","lender","benefit","1a","high",2,"low","high","high","high",NA
"100","1","63f7a3efa5b4d0027e3185f0","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","612962f44f151ddfd0298c52","I am paying attention","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5df63faaa98a7a45159a9bba","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","62951d61147684f43f2c5d5f","I am paying attention","lender","benefit","1a","low",2,"high","high","low","high",NA
"100","1","60e7044ddc2523fab6cbc0cd","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","610058f21b82dddf45b44009","I am paying attention","lender","benefit","1a","high",2,"high","high","high","low",NA
"100","1","5658d6d67d69570012dfe258","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","62bd2a704c56e669cce7ce56","I am paying attention","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","61071ee0d98a6df6efb59716","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5ed3055d98e33f182062933b","I am paying attention ","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5658000ca9872d0011e1ba26","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5fd80a7f7100cd12eb473a9f","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5c8fa199208071000183d490","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","639618dc4a68e64c6956c39c","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5b2890f10ec82d0001d24b61","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","62ba2675348cc2f1e5dcdfdb","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","60d3740f31606cb50e49f00c","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6068bf5914131f3a1a80a413","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","60f998b6c4b98974b766eb98","I am paying attention ","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","62a889993e01c9e01ee7066e","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","5d23460ad4c57900192b129c","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6400d8ca785ee04d9b02ae9c","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","626af8ea8c93e250e03bfaa6","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5efec82cf597a73e75e3fbe0","I am paying attention","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5dbbfa90c486791b1bd03292","I am paying attention","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","628f827eeb876ed2617881e7","I am paying attention","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","620296d3ef1cb18a1337bfdd","I am paying attention","lender","benefit","1a","high",2,"low","low","low","low",NA
