"Progress","cons","ID","atten","LC.3A","perspective","cost.benefit","study","gratitude","vignette","indebtedness","guilt","anger","shame","repayment"
"100","1","63ce4a983479277bba4987c5","I am paying attention","","borrower","cost","1b","high",1,"low","high","high","low","high"
"100","1","5c670a430d80fd00014264f9","I am paying attention","","borrower","cost","1b","high",1,"low","low","high","low","low"
"100","1","5e7f4d2ad29f7560f032abb9","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","6560d66471c7af626acf47d3","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","62b07ac53b83bf0683eda6b6","I am paying attention ","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","634027f949aab36bf66b50a3","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5dcd91a0b7ebf606d16c971e","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","5e4c0ba01ae5a4000b539387","I am paying attention","","borrower","cost","1b","high",1,"high","low","high","high","high"
"100","1","5e820a4e26ed71918013d860","I am paying attention","","borrower","cost","1b","low",1,"high","high","low","high","high"
"100","1","63d13e8a790d868737b2e3c7","I am paying attention ","","borrower","cost","1b","high",1,"low","high","high","low","high"
"100","1","63ff478aec95d54674669329","I am paying attention","","borrower","cost","1b","low",1,"high","high","low","high","high"
"100","1","6571b5c6f38fc33cfd505296","I am paying attention ","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","6341a541b6cfd5f8933f48c4","I am paying attention","","borrower","cost","1b","low",1,"low","high","high","high","high"
"100","1","5ef6308c40846d2dfca0b66a","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","60367f78082e3dedb8238ea3","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","6433027685899f1cfc35e39e","I am paying attention","","borrower","cost","1b","low",1,"high","low","low","high","low"
"100","1","6400ed09421b2727c2f7c553","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","616c9115b3a3d2f885822a57","I am paying attention","","borrower","cost","1b","low",1,"high","high","low","high","high"
"100","1","5f636ecb4ea0bf03d640028f","I am paying attention","","borrower","cost","1b","low",1,"low","low","low","low","high"
"100","1","63d13b764f00a53476867c25","I am paying attention","","borrower","cost","1b","high",1,"high","high","high","high","high"
"100","1","654455ad0b76675379c66db4","I am paying attention","","borrower","cost","1b","low",1,"low","high","low","low","low"
"100","1","56157e827ffc8a0005812ae9","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5f5e32a0d6a12c6857b8e127","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5fff0eb8fa9eac64dfee12f0","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","56cc78e3ccc0e20006b82a7d","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6073e0d481953bbd2cd61145","I am paying attention","","borrower","cost","1b","low",2,"low","high","low","low","high"
"100","1","6336f536de1823600ebda2f4","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63852498bcb698988baa11c2","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","655f91be380061ec28e9f091","I am paying attention","","borrower","cost","1b","high",2,"low","low","low","low","high"
"100","1","5df97cf6deea2b70989b6528","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","65b26bbe1d5dfa901eeb87c3","I am paying attention","","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","56b43607c54e3c000d3c9b0b","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","646619d0918746fb726da63e","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","62b9c2f1e55fe9f17dfedc5d","I am paying attention","","borrower","cost","1b","high",2,"high","low","high","low","high"
"100","1","5cb67a7ab73e8a001507fae5","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63fedbfe6ef7fb3dd2718f5c","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","65444bbc48998c14318caf9f","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","58509fbda6946500016117ed","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","65c17f809c893363dae6bc4a","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","5865bdf7a3462300010673e3","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5e14d563c4e155ae93907ae1","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5fbb062e91513797e214827d","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5db48b4d14dab8000de45fdf","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5de117f5b63ed716fefd2d9a","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","659d552d45f1c24e49cf6b06","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6238b95932e705108020765a","I am paying attention","","borrower","cost","1b","low",2,"low","low","low","low","low"
"100","1","62e1ac27961f3e729c0cf5fd","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5c109ce457fd11000127f3de","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","656615b432984a1b0ea3273f","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","low","high"
"100","1","6518353efd6c167905451597","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5dbf11701429823ba384bd3c","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5eb554661e18cd06f1f78022","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","5a07a6af002e1800019d6aab","I am paying attention","","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","655fc066df406c5bd0a94a51","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","6597f78690b467bafd1a0a67","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63d8352e4565d58f6e88cf09","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63d2cb67dfc2a799bbd30c69","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","658717ac903b420541943753","I am paying attention","","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","6571d0584d8a97d31c68c8a5","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5dceca2541afe801a32e27ac","I am paying attention","","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","63c657d8e7734108a9b52587","I am paying attention","","borrower","cost","1b","high",2,"low","high","high","low","low"
"100","1","640b735104dec27f0afa4f12","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","561d98e03d7fe8000b0f5e09","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","642b6547b732b663d7180d06","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5f48e3d7f998433ac6356ad4","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","low","high"
"100","1","5fb9eb323531776e460fe5e0","I am paying attention","","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","63ce4a983479277bba4987c5","I am paying attention","","borrower","cost","1b","high",2,"low","high","high","high","low"
"100","1","5c670a430d80fd00014264f9","I am paying attention","","borrower","cost","1b","high",2,"low","low","low","high","high"
"100","1","5e7f4d2ad29f7560f032abb9","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6560d66471c7af626acf47d3","I am paying attention","","borrower","cost","1b","low",2,"low","low","low","low","high"
"100","1","62b07ac53b83bf0683eda6b6","I am paying attention ","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","634027f949aab36bf66b50a3","I am paying attention","","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","5dcd91a0b7ebf606d16c971e","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","5e4c0ba01ae5a4000b539387","I am paying attention","","borrower","cost","1b","high",2,"low","low","low","high","low"
"100","1","5e820a4e26ed71918013d860","I am paying attention","","borrower","cost","1b","high",2,"low","high","low","high","high"
"100","1","63d13e8a790d868737b2e3c7","I am paying attention ","","borrower","cost","1b","low",2,"high","high","high","low","high"
"100","1","63ff478aec95d54674669329","I am paying attention","","borrower","cost","1b","high",2,"high","high","low","high","high"
"100","1","6571b5c6f38fc33cfd505296","I am paying attention ","","borrower","cost","1b","low",2,"low","low","high","high","high"
"100","1","6341a541b6cfd5f8933f48c4","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","5ef6308c40846d2dfca0b66a","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","60367f78082e3dedb8238ea3","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","6433027685899f1cfc35e39e","I am paying attention","","borrower","cost","1b","low",2,"high","high","high","high","high"
"100","1","6400ed09421b2727c2f7c553","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","616c9115b3a3d2f885822a57","I am paying attention","","borrower","cost","1b","low",2,"high","high","low","high","high"
"100","1","5f636ecb4ea0bf03d640028f","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","63d13b764f00a53476867c25","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","654455ad0b76675379c66db4","I am paying attention","","borrower","cost","1b","high",2,"high","high","high","high","high"
"100","1","56157e827ffc8a0005812ae9","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5f5e32a0d6a12c6857b8e127","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5fff0eb8fa9eac64dfee12f0","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","56cc78e3ccc0e20006b82a7d","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6073e0d481953bbd2cd61145","I am paying attention","","borrower","cost","1b","low",3,"high","low","high","low","low"
"100","1","6336f536de1823600ebda2f4","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63852498bcb698988baa11c2","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","655f91be380061ec28e9f091","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5df97cf6deea2b70989b6528","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","65b26bbe1d5dfa901eeb87c3","I am paying attention","","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","56b43607c54e3c000d3c9b0b","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","646619d0918746fb726da63e","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","62b9c2f1e55fe9f17dfedc5d","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5cb67a7ab73e8a001507fae5","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63fedbfe6ef7fb3dd2718f5c","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","65444bbc48998c14318caf9f","I am paying attention","","borrower","cost","1b","low",3,"high","low","low","low","low"
"100","1","58509fbda6946500016117ed","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","65c17f809c893363dae6bc4a","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5865bdf7a3462300010673e3","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5e14d563c4e155ae93907ae1","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5fbb062e91513797e214827d","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5db48b4d14dab8000de45fdf","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5de117f5b63ed716fefd2d9a","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","659d552d45f1c24e49cf6b06","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6238b95932e705108020765a","I am paying attention","","borrower","cost","1b","low",3,"low","low","low","low","low"
"100","1","62e1ac27961f3e729c0cf5fd","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5c109ce457fd11000127f3de","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","656615b432984a1b0ea3273f","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","6518353efd6c167905451597","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5dbf11701429823ba384bd3c","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5eb554661e18cd06f1f78022","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5a07a6af002e1800019d6aab","I am paying attention","","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","655fc066df406c5bd0a94a51","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","6597f78690b467bafd1a0a67","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63d8352e4565d58f6e88cf09","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63d2cb67dfc2a799bbd30c69","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","658717ac903b420541943753","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6571d0584d8a97d31c68c8a5","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5dceca2541afe801a32e27ac","I am paying attention","","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","63c657d8e7734108a9b52587","I am paying attention","","borrower","cost","1b","high",3,"high","low","high","high","low"
"100","1","640b735104dec27f0afa4f12","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","561d98e03d7fe8000b0f5e09","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","642b6547b732b663d7180d06","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5f48e3d7f998433ac6356ad4","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5fb9eb323531776e460fe5e0","I am paying attention","","borrower","cost","1b","high",3,"high","high","low","high","high"
"100","1","63ce4a983479277bba4987c5","I am paying attention","","borrower","cost","1b","high",3,"high","low","high","high","low"
"100","1","5c670a430d80fd00014264f9","I am paying attention","","borrower","cost","1b","high",3,"low","high","high","low","low"
"100","1","5e7f4d2ad29f7560f032abb9","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6560d66471c7af626acf47d3","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","62b07ac53b83bf0683eda6b6","I am paying attention ","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","634027f949aab36bf66b50a3","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5dcd91a0b7ebf606d16c971e","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","5e4c0ba01ae5a4000b539387","I am paying attention","","borrower","cost","1b","low",3,"high","low","high","low","low"
"100","1","5e820a4e26ed71918013d860","I am paying attention","","borrower","cost","1b","low",3,"low","high","low","low","high"
"100","1","63d13e8a790d868737b2e3c7","I am paying attention ","","borrower","cost","1b","low",3,"high","high","low","high","low"
"100","1","63ff478aec95d54674669329","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","6571b5c6f38fc33cfd505296","I am paying attention ","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6341a541b6cfd5f8933f48c4","I am paying attention","","borrower","cost","1b","low",3,"high","high","high","high","high"
"100","1","5ef6308c40846d2dfca0b66a","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","60367f78082e3dedb8238ea3","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","6433027685899f1cfc35e39e","I am paying attention","","borrower","cost","1b","low",3,"high","low","high","low","high"
"100","1","6400ed09421b2727c2f7c553","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","616c9115b3a3d2f885822a57","I am paying attention","","borrower","cost","1b","low",3,"high","high","low","high","high"
"100","1","5f636ecb4ea0bf03d640028f","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","63d13b764f00a53476867c25","I am paying attention","","borrower","cost","1b","high",3,"high","high","high","high","high"
"100","1","654455ad0b76675379c66db4","I am paying attention","","borrower","cost","1b","high",3,"high","low","low","high","high"
"100","1","65989513640b25ce09300abc","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","60cbb3a438a8a5ef8d42ee21","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","low",NA
"100","1","61338374ecef87bfdfd1c7bb","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","65cb89ff41f626287ba0d83e","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","63386e75b02c4d7013c1198b","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","5c3b70640eaa0100018ea877","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5ffa5b733bd20c42d0b40b87","I am paying attention","","lender","benefit","1a","low",1,"low","high","high","high",NA
"100","1","5a233c5d7413810001521d8f","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","55cb9fb2fdf99b45b781b3cb","I am paying attention ","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","65cc5072f953c84d078473d8","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","high",NA
"100","1","63faeccd22c0d2a8f1b9759e","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","56c3cf0511e0940006d43f99","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","654650713282e9e8d26d0b86","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","59986ae96b939900012da14a","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5d7472ad3bc4020015f3bb56","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5ed88b61ff2fef399ca66d92","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","5ecaf0fa5c1f7f6599d959ff","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6598283780cc3628d06fa334","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5dfc64647adf4b971f329cbf","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","low",NA
"100","1","648cf0659fe8190ecf4c28ed","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","65b7b6fb463e810d9487d926","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","60fd56db5fe37ebeca00bc83","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","60675b278929f00a78c91c3f","I am paying attention","","lender","benefit","1a","high",1,"high","high","high","high",NA
"100","1","6330f30b973410dadd20eb64","I am paying attention","","lender","benefit","1a","high",1,"low","high","low","high",NA
"100","1","5df1c3c8c76aa60e11ecbcde","I am paying attention ","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6134d8a566bc3dffe880e879","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","low",NA
"100","1","650d9650bb81532e8e16d578","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5aa806e7777df200016088c5","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","low",NA
"100","1","6537e43c008bb605430a302f","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","55eb04337480920010aa9e0d","I am paying attention","","lender","benefit","1a","high",1,"high","high","high","high",NA
"100","1","60e9c78a617cbabf4732fee6","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","629e241d171ec6698e05f149","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","5e45477286e27102354a420b","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","5f4c722074dfe876eaa57716","I am paying attention","","lender","benefit","1a","high",1,"high","high","high","high",NA
"100","1","610ccf09b1b0759b2668ded1","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","605a2dbead400eae8de18f8c","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","616f47684ddc73c437a74a6c","I am paying attention","","lender","benefit","1a","high",1,"low","high","low","high",NA
"100","1","62740cf8e39eba1055ef571b","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","low",NA
"100","1","6394e32126ebbdc7b10c6748","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","64360d6189dec3ac8afc9a78","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5eac8b777b60c8129709fc10","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","63bc6b49a80cc5496df4c897","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","62d8e75cba698660a22802c7","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","65b3bcac850424b7e817da53","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5c8db07eb1f89a0016777fe0","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","64d5219df0415c9a7c609c19","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6429ffe11a9806a9a95ad072","I am paying attention","","lender","benefit","1a","high",1,"high","high","high","high",NA
"100","1","5f49f3262a3d07563d14a7f1","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","62794a276fc2c539bfea92e3","I am paying attention","","lender","benefit","1a","high",1,"high","high","high","low",NA
"100","1","655f5dd0eb19818ca157ad77","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","5c6f00110b99a000018cc3c1","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5e1f8fbfb202032c463f3e06","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6554d04c73158a94d70192dd","I am paying attention","","lender","benefit","1a","high",1,"low","high","low","high",NA
"100","1","6368241117f4ca6d6fcbc7f3","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","5c74e7e9c3fe130001e86cc8","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","57656f6c2bfddf000125cce5","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","65a44479e2b9a23db776bf49","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","62cbf51439a76e8fccd8a495","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","57210674951c9b0011d3eaaa","I am paying attention","","lender","benefit","1a","high",1,"high","high","low","high",NA
"100","1","60fd55f559e7795b518f7438","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","65514e3c39d0c4217a988bd8","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","562a8b949e2b900012006e88","I am paying attention","","lender","benefit","1a","high",1,"low","low","low","low",NA
"100","1","65a25a05c730f0722538b82f","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","636d6ce3fb3683ff33f9e514","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","63d2a4b549eb02187fd40092","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","high",NA
"100","1","5d0c565f7374b40001cef0f8","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","6558c5afa08ee83a08287f09","I am paying attention","","lender","benefit","1a","high",1,"low","high","low","high",NA
"100","1","5ba292385301b80001c71ba2","I am paying attention","","lender","benefit","1a","high",1,"high","low","low","low",NA
"100","1","65989513640b25ce09300abc","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","60cbb3a438a8a5ef8d42ee21","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","61338374ecef87bfdfd1c7bb","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","65cb89ff41f626287ba0d83e","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","63386e75b02c4d7013c1198b","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5c3b70640eaa0100018ea877","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5ffa5b733bd20c42d0b40b87","I am paying attention","","lender","benefit","1a","low",2,"high","high","high","high",NA
"100","1","5a233c5d7413810001521d8f","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","55cb9fb2fdf99b45b781b3cb","I am paying attention ","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","65cc5072f953c84d078473d8","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","high",NA
"100","1","63faeccd22c0d2a8f1b9759e","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","high",NA
"100","1","56c3cf0511e0940006d43f99","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","654650713282e9e8d26d0b86","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","59986ae96b939900012da14a","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5d7472ad3bc4020015f3bb56","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","5ed88b61ff2fef399ca66d92","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","high",NA
"100","1","5ecaf0fa5c1f7f6599d959ff","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6598283780cc3628d06fa334","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5dfc64647adf4b971f329cbf","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","648cf0659fe8190ecf4c28ed","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","65b7b6fb463e810d9487d926","I am paying attention","","lender","benefit","1a","high",2,"high","high","low","low",NA
"100","1","60fd56db5fe37ebeca00bc83","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","60675b278929f00a78c91c3f","I am paying attention","","lender","benefit","1a","high",2,"high","high","high","high",NA
"100","1","6330f30b973410dadd20eb64","I am paying attention","","lender","benefit","1a","high",2,"low","high","low","high",NA
"100","1","5df1c3c8c76aa60e11ecbcde","I am paying attention ","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","6134d8a566bc3dffe880e879","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","650d9650bb81532e8e16d578","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
"100","1","5aa806e7777df200016088c5","I am paying attention","","lender","benefit","1a","high",2,"high","low","high","low",NA
"100","1","6537e43c008bb605430a302f","I am paying attention","","lender","benefit","1a","high",2,"low","low","low","low",NA
"100","1","55eb04337480920010aa9e0d","I am paying attention","","lender","benefit","1a","high",2,"high","low","low","low",NA
